Date,GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%)
2012-01-12,335,12.2,329,0.7,19.2,22.6,15.1,17.8,18.2,20.5,11.86,43.2
2012-01-13,279,14.3,744,7.3,18.4,21.9,15.6,17.7,15.2,20.1,24.81,43.2
2012-01-14,275,13.9,423,0.0,17.3,21.9,13.2,16.6,14.7,19.7,22.0,43.2
2012-01-15,263,12.1,352,0.0,17.2,22.4,12.6,16.5,16.0,19.7,20.69,43.2
2012-01-16,219,11.4,299,0.0,17.0,21.7,11.8,16.4,13.3,19.9,24.82,43.2
2012-01-17,52,12.7,262,0.6,16.4,21.9,11.4,15.5,14.2,19.0,6.96,43.2
2012-01-18,28,7.0,215,0.0,17.8,22.8,13.1,10.4,14.6,21.5,19.99,43.2
2012-01-19,264,9.0,201,0.0,17.0,23.8,10.3,7.2,14.8,21.4,19.74,37.3
2012-01-20,243,10.4,364,0.0,17.9,22.6,11.1,8.4,16.4,21.1,18.92,35.3
2012-01-21,267,10.2,262,0.0,18.0,23.0,12.7,9.7,16.6,21.2,20.12,33.3
2012-01-22,249,13.1,310,3.4,17.2,21.5,14.7,12.2,16.9,20.7,15.72,33.1
2012-01-23,233,14.8,335,0.0,15.9,20.1,11.6,6.7,10.7,19.9,26.66,32.7
2012-01-24,219,10.2,264,0.0,15.5,22.6,7.4,3.7,11.0,20.5,28.85,30.1
2012-01-25,266,11.3,275,0.0,17.4,24.0,11.8,7.9,14.3,21.3,27.7,27.2
2012-01-26,230,10.5,228,0.0,16.1,22.7,8.8,6.1,13.8,20.9,22.66,24.8
2012-01-27,274,16.1,370,8.5,15.9,20.2,11.9,7.4,14.9,19.4,10.69,26.6
2012-01-28,216,11.2,325,0.0,15.2,19.7,9.4,5.2,12.0,18.5,18.22,29.0
2012-01-29,230,14.7,435,0.0,17.3,20.2,14.9,13.4,14.3,18.8,14.16,27.1
2012-01-30,50,9.7,295,0.0,18.2,23.0,10.9,8.7,16.6,20.8,25.47,25.2
2012-01-31,55,9.2,229,1.5,18.6,24.8,13.3,10.5,17.7,21.1,16.51,23.5
2012-02-01,250,12.4,361,0.0,18.7,23.4,14.6,12.3,17.3,20.7,19.83,22.8
2012-02-02,10,11.0,279,0.3,19.7,23.1,16.6,15.4,19.1,21.3,17.21,21.8
2012-02-03,94,11.0,419,0.1,18.2,20.3,16.7,16.4,16.3,20.5,9.78,21.0
2012-02-04,70,13.0,519,0.0,18.3,20.7,16.5,14.1,14.3,20.2,17.37,20.0
2012-02-05,89,14.4,567,0.0,18.0,20.9,16.6,14.5,13.8,19.9,17.07,18.8
2012-02-06,79,12.1,428,0.1,17.7,20.0,14.9,13.3,14.8,19.5,12.05,18.1
2012-02-07,63,10.4,297,0.0,17.8,21.9,13.3,9.5,15.2,20.8,28.64,17.4
2012-02-08,135,7.8,189,0.0,17.2,23.6,10.5,7.0,14.6,21.4,29.74,16.5
2012-02-09,80,6.4,144,0.0,18.3,25.0,11.8,8.8,15.6,21.3,16.55,15.7
2012-02-10,230,10.1,211,0.0,18.5,25.6,12.2,9.1,16.2,21.4,21.28,15.2
2012-02-11,210,8.4,273,0.2,18.2,24.1,12.2,9.4,17.3,21.1,17.54,14.7
2012-02-12,27,9.8,239,2.1,16.7,21.0,11.4,9.3,17.2,20.2,9.15,14.7
2012-02-13,54,7.6,168,12.3,19.4,23.6,15.4,12.3,19.3,21.1,15.06,18.7
2012-02-14,257,13.4,267,5.5,18.3,24.6,12.8,10.7,18.3,21.0,17.95,19.2
2012-02-15,320,5.9,174,6.1,18.7,22.5,14.9,12.6,18.9,21.0,11.0,22.1
2012-02-16,45,8.2,205,0.0,18.1,23.0,13.6,10.7,17.9,20.8,19.04,23.2
2012-02-17,54,7.0,150,0.2,17.9,23.5,13.2,12.0,17.8,20.9,15.98,22.9
2012-02-18,252,7.6,175,0.0,18.5,25.5,11.8,10.6,15.8,21.2,25.95,22.0
2012-02-19,81,5.0,136,0.2,17.9,23.4,12.6,10.9,16.7,20.9,13.08,20.9
2012-02-20,28,11.6,234,0.0,18.0,23.8,12.1,10.2,17.1,20.5,16.96,20.3
2012-02-21,10,9.7,230,0.0,18.8,24.8,12.6,11.8,17.5,20.7,17.06,19.1
2012-02-22,16,13.9,441,0.1,20.9,22.6,17.3,14.8,21.3,20.7,6.01,19.1
2012-02-23,337,14.4,361,24.4,20.6,22.7,17.3,17.0,21.9,20.9,4.94,23.5
2012-02-24,257,14.2,414,0.0,18.6,22.6,15.6,13.5,17.1,20.5,22.33,29.0
2012-02-25,238,15.8,425,4.1,17.2,20.8,14.0,10.9,14.4,19.5,16.56,29.9
2012-02-26,249,11.6,304,0.0,17.0,21.7,11.9,9.8,13.9,19.2,19.58,28.7
2012-02-27,61,9.8,245,0.6,16.8,22.0,12.1,10.3,14.4,19.9,24.01,27.3
2012-02-28,248,10.4,204,0.0,15.8,21.5,9.8,7.6,14.0,19.6,17.04,25.8
2012-02-29,247,13.8,375,0.0,16.8,21.0,10.9,9.5,16.0,19.1,11.87,24.4
2012-03-01,223,19.2,605,8.4,17.3,19.9,14.5,11.7,14.3,19.0,22.0,28.8
2012-03-02,356,14.6,318,0.0,17.2,20.7,14.0,11.8,13.8,18.3,10.03,28.4
2012-03-03,251,23.4,806,5.3,16.2,18.6,12.9,8.1,13.5,18.1,19.05,29.5
2012-03-04,188,11.4,232,0.0,14.3,20.8,6.6,3.6,10.5,17.7,25.65,28.7
2012-03-05,96,10.2,269,0.0,14.7,19.7,8.6,4.9,12.1,18.1,26.22,27.1
2012-03-06,87,10.8,273,0.2,15.6,20.2,9.3,5.8,13.9,18.3,14.55,25.6
2012-03-07,123,10.7,256,19.1,17.2,20.4,14.9,12.4,16.4,18.5,7.2,28.1
2012-03-08,86,11.4,303,7.9,17.2,20.0,15.7,15.0,17.2,18.8,7.95,41.8
2012-03-09,137,9.9,299,0.0,17.0,20.6,13.5,11.6,13.6,18.9,20.89,37.6
2012-03-10,87,10.1,331,1.0,17.0,18.4,15.1,15.0,17.1,19.0,6.41,36.5
2012-03-11,353,8.8,294,30.8,19.0,21.0,17.0,17.0,20.9,19.5,4.81,41.0
2012-03-12,253,17.6,423,11.1,16.5,18.7,14.6,15.0,16.2,18.7,11.87,48.3
2012-03-13,184,11.6,338,0.0,18.4,22.7,16.1,13.2,15.1,18.9,21.35,40.6
2012-03-14,65,11.4,375,0.1,16.7,20.1,11.8,9.0,15.1,19.1,18.97,39.3
2012-03-15,94,6.4,137,0.0,15.6,22.1,9.7,7.0,12.9,18.8,18.51,38.6
2012-03-16,64,7.3,196,0.0,15.7,21.0,10.9,8.6,13.6,19.0,22.93,37.5
2012-03-17,58,13.2,550,1.7,18.4,21.3,16.9,15.7,16.9,19.3,17.12,36.9
2012-03-18,112,12.8,483,2.6,18.2,20.6,16.2,13.2,18.2,19.1,6.18,36.0
2012-03-19,140,19.4,529,83.1,15.8,17.9,13.8,13.9,16.9,18.0,3.42,50.9
2012-03-20,121,13.0,326,42.5,17.0,19.4,14.1,14.1,18.2,17.4,3.4,52.9
2012-03-21,46,11.4,392,38.0,17.7,21.1,16.0,16.2,19.1,18.4,5.08,50.6
2012-03-22,347,14.8,405,0.0,18.5,23.3,12.8,9.9,18.4,18.5,18.21,47.7
2012-03-23,263,8.2,254,0.2,19.2,24.3,15.7,13.7,18.7,19.6,19.3,42.4
2012-03-24,4,11.8,281,5.7,18.5,21.9,16.5,14.4,19.3,19.8,9.51,42.1
2012-03-25,247,16.4,429,1.6,17.8,20.7,13.5,10.6,16.0,19.5,21.12,45.5
2012-03-26,236,12.9,319,0.0,14.6,19.5,9.7,6.2,11.7,18.2,18.84,42.3
2012-03-27,90,7.7,218,0.0,14.2,20.5,8.3,5.0,12.7,17.6,19.9,41.2
2012-03-28,185,9.2,219,0.0,14.3,21.6,8.2,5.4,13.0,17.7,18.19,40.7
2012-03-29,117,8.7,242,0.0,15.7,20.6,9.9,7.2,14.0,17.9,18.8,40.3
2012-03-30,76,9.8,283,0.0,16.3,20.6,10.4,7.4,14.5,17.7,16.17,39.7
2012-03-31,90,13.0,441,1.5,17.9,20.8,16.2,13.0,15.8,18.4,16.31,39.2
2012-04-01,70,15.1,524,1.5,18.1,21.0,16.6,14.0,17.2,18.5,14.91,38.4
2012-04-02,65,16.4,547,16.8,17.7,19.8,15.8,15.6,18.3,18.4,4.25,45.4
2012-04-03,119,15.8,457,1.6,18.0,19.8,16.0,15.5,16.5,18.1,3.37,44.7
2012-04-04,102,11.8,392,0.0,19.8,22.4,18.0,15.6,16.5,18.3,8.49,44.1
2012-04-05,91,12.0,428,0.3,19.1,21.7,16.6,12.2,16.9,18.7,13.22,43.3
2012-04-06,85,8.6,269,0.0,17.0,20.3,13.2,8.6,13.8,18.2,18.71,42.8
2012-04-07,112,8.2,209,0.1,16.0,19.7,11.9,8.7,13.8,18.0,13.01,42.5
2012-04-08,222,11.8,316,0.0,16.4,21.4,13.0,8.2,13.7,18.1,18.48,42.2
2012-04-09,228,9.7,239,0.0,15.0,20.8,9.8,6.2,13.8,17.6,17.12,41.4
2012-04-10,244,7.2,196,0.1,14.6,22.6,7.9,5.1,13.9,17.3,17.43,40.5
2012-04-11,3,14.2,282,9.1,16.6,19.9,11.8,10.8,16.9,17.7,6.6,40.8
2012-04-12,255,15.8,445,0.8,16.5,19.9,14.2,10.7,15.7,17.9,11.43,43.9
2012-04-13,237,13.6,443,1.0,16.1,19.4,12.9,9.2,14.8,17.4,13.37,43.2
2012-04-14,222,12.4,244,1.1,15.6,20.5,10.2,6.7,14.6,17.5,13.72,42.9
2012-04-15,101,7.3,163,0.1,14.5,17.8,9.4,6.8,15.2,16.9,6.33,42.3
2012-04-16,227,8.4,155,0.0,14.9,21.2,9.5,6.7,14.7,17.0,12.72,41.9
2012-04-17,191,7.5,201,0.0,14.3,18.5,9.9,6.4,13.9,17.1,9.14,41.8
2012-04-18,93,6.7,170,0.0,13.3,19.8,7.7,4.7,12.9,16.5,15.28,41.5
2012-04-19,112,9.8,207,0.0,13.2,18.2,7.3,4.0,11.0,16.2,17.5,41.0
2012-04-20,83,7.0,150,0.0,13.0,18.5,7.8,6.7,11.9,15.9,12.77,40.3
2012-04-21,90,5.8,117,0.0,13.2,17.6,8.0,4.2,12.8,16.1,6.61,39.5
2012-04-22,89,6.8,189,0.0,12.7,18.3,7.2,3.7,12.8,15.4,8.29,38.8
2012-04-23,44,9.8,244,0.0,12.8,19.4,7.1,3.1,11.7,15.1,15.64,37.8
2012-04-24,88,7.4,163,0.1,12.1,20.3,6.4,3.5,11.2,14.9,14.76,36.6
2012-04-25,101,8.8,209,0.9,13.0,19.4,6.7,4.0,13.4,15.1,11.35,35.7
2012-04-26,46,9.4,287,0.0,15.9,19.7,9.9,7.8,16.0,15.8,9.32,35.2
2012-04-27,20,14.4,463,2.8,18.4,22.1,15.2,13.6,17.9,17.2,12.46,35.0
2012-04-28,254,14.9,392,0.5,15.3,17.9,13.3,11.7,13.5,16.4,8.82,34.8
2012-04-29,274,9.4,203,0.7,13.8,17.9,10.2,7.4,13.5,16.2,6.62,34.7
2012-04-30,220,9.3,261,1.7,13.6,16.8,10.3,8.9,12.7,15.7,6.25,34.7
2012-05-01,240,12.3,278,0.0,12.7,17.4,7.5,3.6,11.5,15.1,11.15,34.5
2012-05-02,184,12.0,316,0.0,10.5,15.4,3.6,0.2,7.9,14.1,15.45,34.2
2012-05-03,184,8.4,189,0.0,8.0,15.5,1.2,-2.1,8.2,13.0,15.1,33.8
2012-05-04,86,6.3,150,0.1,9.4,16.7,3.6,0.4,9.8,12.9,14.73,33.4
2012-05-05,87,6.8,148,0.1,10.2,17.2,4.6,1.3,10.7,12.9,14.09,32.8
2012-05-06,84,11.4,365,1.2,13.2,17.0,6.1,2.5,12.6,13.5,9.66,32.4
2012-05-07,77,11.7,459,0.7,15.3,17.7,13.0,10.6,13.3,14.4,7.72,32.1
2012-05-08,18,17.8,496,42.9,16.8,18.4,15.4,12.8,16.4,15.2,2.07,39.0
2012-05-09,21,12.8,218,20.6,16.3,21.0,11.0,9.4,17.1,16.3,8.54,52.6
2012-05-10,243,12.1,204,0.4,14.6,19.2,10.3,8.7,15.2,16.1,5.92,49.0
2012-05-11,267,16.1,458,0.0,14.4,17.5,11.6,9.5,12.8,15.3,11.06,47.0
2012-05-12,262,14.2,384,0.6,13.8,17.3,10.5,6.9,12.6,14.8,11.4,46.1
2012-05-13,289,15.0,368,0.0,15.3,20.0,11.8,8.3,15.1,14.9,7.45,45.7
2012-05-14,277,17.8,428,6.8,15.8,19.1,12.2,11.3,15.3,15.3,5.8,46.2
2012-05-15,286,19.6,651,10.4,12.6,16.4,10.2,9.3,12.4,14.4,8.44,51.8
2012-05-16,229,18.6,577,19.2,11.7,15.1,9.0,6.8,11.4,13.4,6.96,52.0
2012-05-17,238,15.6,459,0.5,12.4,16.8,6.7,3.4,11.2,12.7,9.92,52.1
2012-05-18,245,17.6,524,0.4,13.5,16.9,11.0,8.8,11.9,13.2,8.8,49.7
2012-05-19,226,19.8,366,1.4,11.4,15.0,8.3,4.7,11.2,13.1,8.94,48.2
2012-05-20,238,11.9,263,0.5,10.5,16.2,6.0,3.9,10.5,12.7,8.29,47.7
2012-05-21,260,5.4,146,0.6,10.3,17.9,4.0,1.2,11.3,12.4,9.01,46.8
2012-05-22,137,6.4,147,7.0,10.5,16.0,3.5,0.4,10.8,12.9,12.58,51.0
2012-05-23,196,5.3,142,0.0,8.5,16.5,1.8,-0.5,9.9,11.8,10.27,48.0
2012-05-24,236,8.4,198,0.0,9.3,17.0,4.1,1.0,10.1,11.8,8.88,46.9
2012-05-25,252,12.2,279,0.2,9.8,16.8,2.3,-0.3,11.4,11.4,8.07,46.3
2012-05-26,86,4.5,132,0.0,11.1,16.9,5.6,4.0,12.6,12.1,6.47,46.0
2012-05-27,350,11.4,346,1.4,14.8,17.0,9.4,6.9,14.7,13.0,3.2,46.0
2012-05-28,329,8.7,259,7.6,14.9,16.6,12.5,10.9,15.6,14.1,3.75,50.0
2012-05-29,165,10.7,268,0.1,11.5,15.3,6.9,2.5,10.3,13.4,8.94,49.4
2012-05-30,224,9.2,195,0.1,8.6,13.7,0.9,-1.8,9.6,11.8,7.24,47.6
2012-05-31,231,13.9,308,0.4,12.6,16.4,9.9,6.6,12.2,12.4,7.27,47.0
2012-06-01,169,7.0,180,0.0,9.9,15.4,3.5,0.3,8.9,11.9,11.82,46.4
2012-06-02,29,4.2,130,0.0,8.7,15.9,2.0,-0.5,10.1,11.2,9.29,46.1
2012-06-03,265,9.2,243,0.0,11.4,16.4,8.4,4.9,11.5,12.2,7.59,46.0
2012-06-04,33,3.9,130,0.0,10.6,18.1,5.6,2.9,11.7,12.0,7.52,45.9
2012-06-05,8,18.9,420,2.6,13.8,16.6,7.4,5.9,14.3,12.5,2.21,46.0
2012-06-06,288,13.6,336,3.4,15.8,19.6,13.0,10.6,15.6,13.7,6.12,47.3
2012-06-07,237,14.3,399,4.7,11.7,15.0,6.6,3.1,11.5,12.9,9.85,51.1
2012-06-08,257,10.4,260,2.2,10.1,14.8,6.6,3.6,11.3,12.0,6.15,51.1
2012-06-09,258,16.6,423,7.0,12.1,15.8,8.5,4.2,12.4,11.8,7.9,51.3
2012-06-10,219,11.0,305,1.5,11.9,15.1,9.3,5.4,11.8,12.1,6.71,51.4
2012-06-11,255,16.2,425,0.1,11.6,15.4,7.7,3.9,12.1,11.9,8.79,50.7
2012-06-12,247,8.0,200,0.0,11.2,14.7,7.7,4.5,10.5,11.9,5.44,50.3
2012-06-13,95,6.4,151,0.0,7.7,12.3,2.1,-0.9,8.1,10.7,10.88,50.2
2012-06-14,105,5.0,122,0.0,6.6,14.5,0.9,-1.3,8.5,9.7,10.11,49.8
2012-06-15,290,4.3,107,0.0,7.2,13.1,3.3,0.7,9.3,9.8,4.28,48.1
2012-06-16,204,10.3,259,0.0,7.5,12.9,1.8,-2.2,8.2,9.4,9.95,47.2
2012-06-17,83,5.5,132,0.0,5.3,12.5,-0.7,-3.9,6.9,8.6,8.1,47.1
2012-06-18,4,15.9,346,6.3,11.2,14.8,1.7,-0.7,12.2,9.8,2.02,48.9
2012-06-19,287,12.5,333,0.6,12.0,17.0,8.4,6.1,12.5,10.9,6.73,51.0
2012-06-20,308,12.0,281,3.9,12.4,16.9,9.0,4.3,12.8,11.3,6.24,51.1
2012-06-21,270,9.7,238,3.1,10.6,15.4,5.7,2.7,11.8,11.2,5.33,51.3
2012-06-22,267,10.9,243,0.0,11.1,15.8,8.0,3.8,11.5,11.0,8.78,51.2
2012-06-23,277,9.5,196,0.0,10.8,16.7,4.9,1.9,11.8,11.0,6.63,49.8
2012-06-24,263,15.2,393,7.3,12.3,15.6,6.8,3.5,12.4,12.0,7.8,50.2
2012-06-25,259,16.7,439,2.3,10.5,15.1,6.2,2.6,10.5,11.0,9.05,50.9
2012-06-26,256,25.4,577,9.9,10.4,15.0,7.3,3.4,10.8,10.7,5.73,50.8
2012-06-27,247,20.3,688,6.9,10.5,13.0,8.1,6.2,9.7,9.7,8.61,50.9
2012-06-28,246,18.0,557,3.4,11.9,14.6,10.2,8.4,11.1,10.3,7.26,51.3
2012-06-29,250,13.6,354,1.4,10.7,14.1,5.2,1.9,10.3,10.6,7.8,51.0
2012-06-30,192,6.2,162,0.0,6.0,11.3,1.6,-1.8,7.7,9.2,7.49,51.0
2012-07-01,79,10.6,346,0.1,9.5,12.6,4.5,2.8,10.3,9.7,4.15,50.5
2012-07-02,44,15.0,599,0.7,11.3,13.6,9.6,7.9,10.8,10.3,6.83,49.7
2012-07-03,79,18.1,494,33.1,11.4,15.1,7.1,5.2,12.5,11.3,5.62,50.7
2012-07-04,266,15.4,296,0.7,10.6,16.0,6.6,4.1,11.6,11.2,10.76,50.9
2012-07-05,184,6.8,152,0.1,9.0,12.2,4.3,2.1,11.2,10.7,3.36,50.9
2012-07-06,82,5.8,117,0.1,7.9,14.7,3.5,2.0,9.7,10.4,9.2,50.8
2012-07-07,228,7.1,201,0.1,8.0,14.3,1.9,-1.0,8.8,9.6,9.83,50.1
2012-07-08,213,6.8,136,0.0,5.7,13.4,0.3,-3.2,7.8,8.6,10.51,49.6
2012-07-09,73,4.6,108,0.0,5.6,13.7,0.2,-3.1,8.2,8.0,10.39,49.2
2012-07-10,111,5.2,113,0.0,5.6,14.1,0.3,-2.7,8.1,7.8,8.82,48.8
2012-07-11,66,5.6,107,0.0,6.7,13.6,0.0,-3.4,8.8,7.8,8.61,48.9
2012-07-12,353,4.5,93,0.0,9.3,15.1,7.1,4.3,9.8,9.5,6.52,50.0
2012-07-13,53,6.2,114,0.0,9.0,14.9,4.9,1.4,10.0,9.8,8.4,49.8
2012-07-14,2,9.2,249,0.0,11.0,15.3,5.8,3.8,11.4,10.0,4.29,48.2
2012-07-15,347,14.0,432,3.4,14.9,16.3,14.0,13.1,14.8,11.7,2.13,48.9
2012-07-16,324,19.2,604,14.7,14.1,16.2,11.9,10.4,14.5,12.8,2.63,51.3
2012-07-17,270,17.8,448,2.8,12.1,15.8,8.0,3.7,10.5,11.5,10.92,51.6
2012-07-18,179,6.8,168,0.1,7.9,15.0,2.3,-0.5,9.3,10.2,10.5,51.7
2012-07-19,92,11.1,251,0.2,8.5,14.1,1.6,-1.2,9.8,9.7,7.84,51.2
2012-07-20,70,11.9,426,0.0,13.3,16.0,11.8,9.0,12.0,11.1,7.83,50.1
2012-07-21,66,12.8,504,0.0,13.7,15.5,12.4,11.2,12.4,11.8,4.65,51.1
2012-07-22,46,15.4,575,52.0,14.0,15.3,12.9,12.8,15.5,12.8,1.41,50.4
2012-07-23,53,14.8,306,12.1,14.9,17.7,12.6,12.2,16.1,14.3,5.04,50.7
2012-07-24,187,6.0,161,1.4,13.7,16.3,11.9,11.6,15.3,14.0,3.13,50.8
2012-07-25,86,12.0,228,10.0,13.7,15.9,11.9,11.8,15.0,14.3,4.72,50.8
2012-07-26,119,9.9,226,1.2,11.4,14.3,5.5,2.4,11.4,13.4,9.27,50.9
2012-07-27,121,5.7,177,0.0,9.0,13.0,4.6,1.6,9.8,12.0,12.29,51.0
2012-07-28,65,13.4,478,1.5,10.9,14.5,4.4,1.2,10.6,11.5,8.68,51.0
2012-07-29,85,20.9,726,15.7,12.4,14.5,10.1,8.7,12.3,11.7,4.03,51.0
2012-07-30,280,20.2,488,19.6,12.2,15.7,7.8,5.9,12.6,12.2,6.56,50.8
2012-07-31,81,9.6,181,3.1,8.2,12.6,4.1,1.3,9.9,10.7,3.9,51.3
2012-08-01,52,10.9,291,30.9,10.3,14.2,3.2,1.0,12.3,10.9,4.82,51.2
2012-08-02,72,7.2,246,20.1,12.0,14.2,9.5,6.1,13.4,12.3,5.31,50.9
2012-08-03,32,8.2,158,1.7,9.6,14.0,4.9,2.4,11.6,11.4,4.76,51.2
2012-08-04,72,7.4,191,1.6,11.6,15.0,8.6,6.8,12.9,11.9,5.26,51.3
2012-08-05,14,5.5,176,12.2,11.7,14.8,9.3,8.3,13.2,12.3,5.55,51.1
2012-08-06,250,12.1,267,0.4,10.8,15.4,7.2,3.5,11.7,12.0,11.09,51.2
2012-08-07,260,11.6,255,7.3,9.8,15.6,4.6,2.2,11.3,11.3,6.49,51.3
2012-08-08,258,13.7,349,10.9,8.8,11.8,6.4,3.6,10.4,10.8,6.16,51.1
2012-08-09,230,11.6,347,5.4,10.3,14.2,7.8,4.7,10.7,10.9,11.18,51.2
2012-08-10,240,4.2,118,0.2,9.6,15.9,4.8,1.5,10.3,10.8,8.52,51.4
2012-08-11,67,16.6,504,12.2,11.5,15.3,3.9,1.1,13.0,10.9,5.04,51.4
2012-08-12,20,20.6,274,21.8,13.5,17.6,11.1,9.4,14.1,12.8,7.82,51.1
2012-08-13,269,14.5,393,7.1,12.5,16.3,10.1,8.1,12.8,12.7,11.27,51.1
2012-08-14,269,13.8,331,1.7,11.3,15.6,5.5,3.2,11.6,12.4,12.99,51.2
2012-08-15,20,13.0,230,8.0,8.8,15.0,3.4,1.5,10.6,11.2,5.8,51.2
2012-08-16,230,14.0,386,4.9,10.0,14.9,5.8,2.8,10.7,11.1,11.29,51.3
2012-08-17,282,9.2,221,0.2,9.8,16.6,4.8,1.9,10.5,11.1,13.84,51.4
2012-08-18,254,9.8,307,6.7,12.1,17.8,7.6,4.7,12.7,11.9,12.81,51.5
2012-08-19,332,13.2,249,23.2,12.1,18.3,6.6,4.7,12.9,12.2,9.41,51.6
2012-08-20,268,21.6,705,0.9,13.5,16.5,11.7,9.8,13.3,12.8,11.22,51.5
2012-08-21,222,17.4,495,0.4,12.5,15.7,10.0,6.6,12.2,12.4,12.27,51.5
2012-08-22,234,10.4,289,0.2,11.3,16.1,5.3,2.5,11.5,12.3,11.96,51.5
2012-08-23,60,5.4,116,2.2,9.0,15.6,3.2,0.7,10.6,11.6,10.51,51.4
2012-08-24,70,7.4,159,0.0,9.5,15.6,4.5,1.9,10.4,11.9,16.81,51.5
2012-08-25,20,9.5,167,0.1,9.3,15.1,3.9,1.3,10.1,11.4,9.52,51.1
2012-08-26,14,10.4,264,0.0,11.1,16.2,5.0,1.9,10.7,11.6,11.71,50.5
2012-08-27,346,11.4,306,1.2,13.5,18.1,9.3,7.4,13.1,12.5,8.45,50.0
2012-08-28,241,11.0,212,0.1,9.9,15.6,4.7,2.6,9.9,12.1,12.97,49.5
2012-08-29,76,13.4,379,0.0,10.9,15.7,4.5,2.8,10.5,11.6,12.56,49.1
2012-08-30,122,13.3,446,5.2,11.8,12.7,10.5,9.5,11.5,11.9,3.53,49.8
2012-08-31,120,7.8,210,0.0,11.2,15.4,6.5,4.0,10.3,12.1,14.84,50.8
2012-09-01,56,12.0,371,0.0,10.6,14.3,5.0,2.2,9.3,11.6,8.58,49.9
2012-09-02,358,16.4,559,0.0,14.0,16.2,12.1,10.6,11.3,12.2,10.54,49.2
2012-09-03,41,17.3,650,55.1,12.9,15.3,10.1,8.1,13.4,13.1,7.33,50.5
2012-09-04,269,19.8,711,7.6,11.5,14.9,9.6,7.5,11.1,12.0,12.2,51.4
2012-09-05,237,19.1,645,0.3,12.7,16.0,9.7,6.9,10.7,11.7,13.34,51.3
2012-09-06,273,14.6,513,0.0,12.9,16.8,7.7,4.1,12.0,12.2,15.28,51.3
2012-09-07,277,16.1,597,0.0,13.9,17.2,11.0,8.2,11.7,12.7,10.87,50.7
2012-09-08,274,15.1,521,5.2,13.3,19.0,10.3,5.2,12.6,12.8,9.74,50.2
2012-09-09,291,19.5,706,2.2,13.3,17.2,10.2,7.8,12.6,13.0,15.99,50.9
2012-09-10,264,19.7,772,0.7,13.0,16.0,10.9,8.0,11.3,12.7,16.77,50.9
2012-09-11,283,23.7,786,2.0,11.9,15.8,6.0,4.2,10.8,12.5,14.74,50.4
2012-09-12,186,11.2,328,2.7,7.6,12.8,1.4,-1.2,7.1,11.2,16.92,51.0
2012-09-13,223,8.0,222,0.0,6.9,14.3,-0.5,-2.9,7.0,10.8,18.88,50.5
2012-09-14,21,9.3,260,0.1,8.3,15.9,1.5,-0.9,7.9,11.2,21.17,49.7
2012-09-15,9,21.1,573,7.3,12.8,16.3,6.6,5.5,11.7,11.8,6.33,49.5
2012-09-16,33,8.8,233,9.6,12.3,16.6,9.9,7.6,12.9,13.0,12.6,51.5
2012-09-17,284,20.6,570,1.6,12.7,16.3,9.9,8.0,12.8,13.2,14.92,51.5
2012-09-18,246,11.9,315,0.6,11.4,15.9,4.9,1.7,10.5,12.9,16.16,51.4
2012-09-19,218,9.0,211,0.0,8.6,13.6,2.7,-0.1,9.6,12.0,8.02,50.9
2012-09-20,87,9.0,184,0.0,10.8,16.6,4.7,1.8,10.2,12.3,18.3,50.1
2012-09-21,86,12.4,475,0.6,12.1,15.1,10.4,7.4,11.0,13.2,16.62,49.6
2012-09-22,63,13.4,470,0.0,11.7,15.2,9.8,6.2,10.1,12.8,16.35,49.3
2012-09-23,85,11.5,427,0.5,12.2,15.2,9.8,6.4,11.6,13.2,15.69,48.9
2012-09-24,67,14.0,494,0.1,12.5,15.3,10.4,7.8,11.4,13.2,12.33,48.6
2012-09-25,50,12.8,487,0.2,13.2,15.7,11.0,8.4,11.3,13.2,14.54,49.5
2012-09-26,46,13.6,430,0.1,13.7,15.7,11.8,9.5,13.3,13.6,11.17,50.2
2012-09-27,120,13.6,429,1.5,13.7,15.1,11.8,11.1,13.5,13.8,4.73,50.1
2012-09-28,158,13.6,355,17.0,13.4,15.2,11.6,11.1,14.7,13.7,5.14,51.6
2012-09-29,102,8.2,249,0.1,15.5,19.4,11.4,8.4,15.0,15.2,19.09,52.0
2012-09-30,268,11.3,344,0.0,13.9,19.6,8.4,6.0,12.9,15.5,21.6,50.7
2012-10-01,261,18.6,558,2.2,12.8,16.7,10.4,7.2,12.3,14.9,13.94,49.6
2012-10-02,252,18.0,610,0.5,12.2,15.8,10.1,6.9,10.9,13.8,18.92,49.3
2012-10-03,269,18.3,550,0.1,12.6,15.6,10.2,8.2,11.8,13.7,13.49,48.8
2012-10-04,256,20.5,657,0.4,13.0,17.0,9.8,7.5,11.4,13.7,16.83,48.6
2012-10-05,276,16.8,559,0.0,13.1,17.4,8.5,4.0,12.3,13.7,16.51,48.3
2012-10-06,262,23.8,962,5.9,14.5,17.6,10.4,7.3,13.5,14.6,17.62,48.2
2012-10-07,226,15.2,395,0.0,11.5,15.6,8.3,4.5,9.4,13.3,13.07,49.8
2012-10-08,325,14.3,422,4.4,15.3,20.9,8.7,7.9,14.4,14.2,10.96,50.0
2012-10-09,294,11.0,255,0.0,14.0,19.2,8.3,5.0,13.2,15.2,15.35,49.1
