Date,GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%)
2003-09-11,90,9.8,233,0.1,10.2,15.5,4.4,2.0,10.8,11.8,14.63,51.4
2003-09-12,51,8.3,215,0.0,10.8,15.0,6.0,3.3,10.9,12.4,14.15,51.4
2003-09-13,11,14.1,344,1.3,10.8,16.5,3.6,1.0,10.8,11.9,15.59,51.1
2003-09-14,6,16.4,285,21.0,13.8,15.8,11.6,10.3,15.0,13.1,4.38,51.2
2003-09-15,26,8.9,269,0.5,14.2,19.0,10.6,7.4,14.3,14.1,14.13,51.5
2003-09-16,258,13.6,367,0.1,15.6,18.8,11.6,9.0,13.3,14.9,16.95,51.4
2003-09-17,276,22.2,692,7.6,13.5,17.0,10.9,10.0,12.8,14.3,15.3,51.3
2003-09-18,271,19.3,942,0.9,15.4,18.8,12.2,10.1,14.0,14.3,16.37,51.4
2003-09-19,287,16.1,483,0.0,15.4,18.5,10.8,9.3,13.8,15.3,14.37,51.4
2003-09-20,331,10.5,249,6.2,14.9,19.3,10.8,9.1,14.9,15.1,9.64,51.4
2003-09-21,246,17.8,304,16.1,12.7,16.7,10.3,8.0,13.1,14.8,13.0,51.3
2003-09-22,227,15.7,480,0.0,12.7,15.9,10.1,8.2,10.7,14.0,19.95,51.5
2003-09-23,224,16.2,609,1.3,13.3,15.9,11.4,9.2,12.2,13.9,17.3,51.5
2003-09-24,265,13.5,374,4.2,15.0,17.0,12.7,10.4,15.5,14.9,6.76,51.5
2003-09-25,280,23.1,644,0.1,15.5,18.9,12.2,9.1,15.4,15.4,14.97,51.5
2003-09-26,280,15.8,713,0.1,16.3,19.5,13.5,11.4,17.3,15.8,10.36,51.4
2003-09-27,284,16.2,657,0.7,16.6,19.2,15.5,13.7,17.7,16.2,6.19,51.3
2003-09-28,305,26.4,513,13.8,15.6,19.9,12.2,10.4,15.8,15.7,6.72,51.4
2003-09-29,277,29.3,988,3.2,11.8,14.5,9.5,7.2,9.6,13.1,16.43,51.5
2003-09-30,299,18.1,444,7.0,12.0,17.1,8.5,5.2,11.4,13.3,11.37,51.6
2003-10-01,261,22.5,880,5.2,10.6,13.3,7.7,5.8,9.9,12.3,15.78,51.9
2003-10-02,266,15.6,514,0.1,12.1,15.9,7.9,4.9,10.6,12.6,16.42,51.8
2003-10-03,315,17.2,472,12.4,13.9,16.9,6.9,4.7,14.8,12.9,3.06,51.8
2003-10-04,282,16.1,493,5.0,12.1,16.5,5.2,1.4,11.3,13.8,12.49,51.7
2003-10-05,231,22.2,525,2.6,9.7,14.6,5.2,1.5,9.4,12.2,17.95,51.9
2003-10-06,187,8.1,168,0.0,9.6,13.7,4.9,1.6,9.0,12.4,13.14,51.9
2003-10-07,80,6.5,172,0.0,9.9,15.0,3.8,0.7,9.0,12.8,12.95,51.9
2003-10-08,35,12.5,266,0.0,11.0,15.0,5.0,2.0,10.6,12.8,10.77,51.6
2003-10-09,11,15.4,481,14.5,13.4,14.9,12.0,10.6,13.9,13.1,4.4,51.6
2003-10-10,8,12.3,331,2.0,14.9,17.6,12.4,10.8,15.6,15.2,13.41,52.1
2003-10-11,8,9.3,217,15.2,14.4,18.2,11.3,10.2,14.3,15.9,14.95,51.9
2003-10-12,15,17.4,428,39.6,15.8,19.0,12.2,10.0,16.6,16.2,8.3,51.5
2003-10-13,297,15.2,446,4.0,12.8,17.1,10.0,7.9,12.3,15.3,16.9,51.7
2003-10-14,219,15.9,446,0.0,12.6,16.5,9.1,4.4,8.9,14.7,25.65,51.7
2003-10-15,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2003-10-16,226,11.5,313,0.0,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2003-10-17,228,12.7,326,0.0,12.0,16.8,6.0,2.9,11.3,14.6,14.57,50.9
2003-10-18,202,9.5,285,0.0,13.9,17.4,11.4,8.9,12.1,15.5,13.9,50.7
2003-10-19,183,8.2,207,0.0,14.3,19.3,9.3,6.0,12.3,16.3,15.25,50.4
2003-10-20,53,7.5,165,0.0,11.8,17.6,5.3,2.1,11.2,15.3,16.53,50.3
2003-10-21,72,8.9,224,0.0,13.2,18.5,8.0,5.6,13.0,15.9,17.11,50.1
2003-10-22,90,10.0,314,0.0,14.3,18.7,8.4,5.6,13.9,16.5,21.41,49.9
2003-10-23,223,9.6,217,0.0,15.0,20.9,10.0,7.5,14.1,17.6,20.43,49.6
2003-10-24,258,13.2,402,0.2,14.9,19.0,11.7,9.0,14.0,17.1,17.45,49.2
2003-10-25,237,12.1,330,8.2,13.1,17.9,10.5,7.0,11.9,16.1,16.63,48.8
2003-10-26,82,8.9,229,0.2,10.9,15.4,5.2,2.2,8.7,16.4,26.82,49.2
2003-10-27,10,11.8,298,0.0,10.9,16.7,2.9,0.3,10.8,15.6,20.71,48.7
2003-10-28,7,16.6,440,15.1,14.9,17.7,10.4,6.9,15.3,16.6,9.85,50.1
2003-10-29,275,12.1,367,0.0,13.6,18.5,8.1,4.3,12.5,16.5,21.09,50.9
2003-10-30,283,13.6,338,3.8,12.6,16.7,6.5,4.2,13.9,15.1,4.79,50.6
2003-10-31,236,11.5,303,0.0,14.3,19.4,9.1,6.7,13.6,16.5,21.38,50.6
2003-11-01,19,10.9,331,1.8,14.1,19.6,9.1,5.3,13.2,16.7,17.85,50.2
2003-11-02,265,25.3,851,5.1,15.3,18.4,11.4,9.9,13.6,16.8,24.14,49.9
2003-11-03,262,12.5,377,7.3,11.6,15.4,8.2,5.4,12.0,15.4,12.6,50.6
2003-11-04,231,17.1,507,1.2,12.1,16.3,7.9,4.2,10.4,15.0,23.11,51.0
2003-11-05,253,10.0,267,0.0,11.0,16.8,4.5,2.5,9.6,14.6,17.44,50.7
2003-11-06,255,10.4,275,0.0,12.2,18.2,5.0,2.7,11.0,15.3,19.92,50.4
2003-11-07,264,11.7,321,0.2,12.6,17.8,6.7,5.0,12.0,15.8,17.37,50.1
2003-11-08,281,15.9,482,0.5,13.1,19.2,8.2,5.8,13.0,16.0,20.37,49.7
2003-11-09,231,10.2,265,0.1,12.8,18.4,6.8,3.5,11.1,16.3,22.72,49.4
2003-11-10,225,8.7,207,0.0,13.0,18.6,6.8,4.9,11.7,16.3,15.35,48.9
2003-11-11,247,11.4,358,0.0,14.2,18.0,10.8,9.1,12.4,16.7,17.97,47.7
2003-11-12,273,16.2,578,0.6,15.8,20.1,12.5,10.8,14.8,17.6,21.16,46.0
2003-11-13,259,15.3,434,4.0,13.3,17.3,8.9,6.6,13.1,16.2,11.39,47.6
2003-11-14,237,14.2,363,1.7,11.7,16.1,6.3,4.8,9.4,15.6,24.64,47.6
2003-11-15,268,18.2,503,0.4,12.5,16.6,7.5,4.4,10.9,15.0,17.69,45.8
2003-11-16,257,14.6,498,1.4,15.7,19.6,12.3,10.1,14.1,17.0,24.04,43.1
2003-11-17,260,16.1,486,0.0,15.8,20.5,10.5,7.3,14.4,17.4,17.06,41.5
2003-11-18,78,8.6,260,0.0,12.2,16.8,7.1,6.2,9.7,17.2,29.47,39.8
2003-11-19,238,8.9,199,0.0,12.3,20.3,4.4,4.0,10.2,17.3,24.17,37.6
2003-11-20,226,12.0,299,0.0,12.6,19.3,4.9,4.0,10.9,17.2,26.07,36.0
2003-11-21,269,15.6,577,0.0,15.9,18.9,11.2,9.5,14.2,17.5,15.0,34.3
2003-11-22,261,21.0,812,0.1,17.8,21.5,15.8,14.8,15.8,18.8,22.7,32.8
2003-11-23,282,18.8,788,3.2,17.1,19.2,15.9,14.9,17.0,17.9,7.19,31.4
2003-11-24,289,16.3,402,32.2,15.7,18.7,11.7,11.5,16.3,17.9,10.42,49.7
2003-11-25,81,8.1,179,6.0,14.3,18.0,11.0,11.2,14.9,17.7,11.26,48.6
2003-11-26,229,15.8,320,15.7,18.0,22.3,16.1,15.9,18.5,19.0,15.85,52.0
2003-11-27,225,18.1,487,4.9,14.9,17.3,12.0,10.9,14.0,18.6,16.42,52.2
2003-11-28,262,18.4,491,4.0,12.7,15.6,10.7,9.0,11.8,17.4,19.83,52.0
2003-11-29,260,13.2,397,0.0,13.6,17.7,8.1,4.3,10.8,16.9,20.9,50.6
2003-11-30,229,13.9,430,0.0,13.8,17.2,10.8,6.5,11.6,17.1,19.29,48.6
2003-12-01,228,8.1,207,0.0,14.2,20.6,8.0,3.9,12.6,17.5,18.97,47.2
2003-12-02,245,10.2,234,0.0,13.8,19.3,6.9,4.0,12.5,17.7,19.33,46.3
2003-12-03,238,8.3,234,0.0,16.5,21.2,12.4,10.2,13.9,18.4,17.92,45.1
2003-12-04,184,6.9,147,6.9,16.2,22.1,9.9,6.6,15.4,18.8,16.92,44.4
2003-12-05,33,9.7,188,0.0,16.1,22.5,9.5,6.5,15.3,19.5,22.21,45.4
2003-12-06,282,12.2,305,1.6,16.7,22.4,10.6,8.2,16.5,19.5,17.0,44.4
2003-12-07,286,9.6,333,3.5,18.3,21.7,16.1,15.3,18.8,20.2,14.84,44.1
2003-12-08,47,6.2,170,1.1,16.8,19.8,13.8,12.3,16.6,20.3,15.59,43.8
2003-12-09,289,7.9,205,23.0,18.9,22.3,16.8,17.3,20.5,20.6,10.1,45.8
2003-12-10,248,10.1,147,22.8,18.6,22.4,15.4,14.1,20.5,20.5,9.07,52.3
2003-12-11,48,6.5,131,3.5,20.1,24.5,17.6,16.5,22.0,21.5,13.82,52.2
2003-12-12,92,7.7,149,0.7,20.7,24.7,18.4,17.1,22.1,22.1,15.03,50.9
2003-12-13,30,9.5,215,0.0,20.3,25.2,15.7,14.8,20.4,22.4,21.45,49.4
2003-12-14,261,12.2,412,0.0,20.7,25.4,16.5,14.6,20.7,22.9,24.04,47.8
2003-12-15,234,11.2,343,0.0,17.3,19.9,12.3,9.5,16.7,21.6,13.62,46.7
2003-12-16,231,14.7,362,0.0,15.0,20.0,9.8,7.9,12.5,19.8,25.41,45.9
2003-12-17,52,8.6,248,0.0,15.6,19.9,9.9,8.4,12.3,20.5,28.48,45.1
2003-12-18,300,12.5,284,0.0,14.5,21.2,7.3,6.2,12.6,19.6,24.4,42.1
2003-12-19,225,7.8,244,0.0,17.3,22.2,13.4,10.1,14.6,20.5,19.09,40.1
2003-12-20,303,8.9,232,0.0,16.6,21.5,12.0,9.6,15.1,20.4,13.06,38.6
2003-12-21,287,14.4,466,0.0,17.1,22.6,11.7,9.6,15.5,20.1,16.17,37.1
2003-12-22,262,15.6,588,1.5,19.2,22.6,16.8,16.2,18.9,20.9,21.27,36.0
2003-12-23,288,13.6,422,0.0,19.9,22.9,18.0,17.1,19.3,21.5,12.16,34.8
2003-12-24,278,15.6,537,7.5,18.6,22.3,14.5,12.8,17.7,21.4,21.96,37.3
2003-12-25,292,16.0,513,0.4,16.1,19.4,12.8,9.7,14.2,20.3,19.3,37.3
2003-12-26,283,19.5,720,0.0,18.1,21.6,14.5,11.7,15.4,20.5,29.88,35.3
2003-12-27,288,9.2,409,0.0,19.7,24.7,16.3,13.8,18.4,21.7,19.17,32.9
2003-12-28,278,12.5,390,0.0,19.8,24.8,14.2,10.0,16.8,22.0,21.66,30.7
2003-12-29,241,11.6,228,7.3,16.6,20.5,12.3,11.7,17.2,20.7,5.16,30.7
2003-12-30,232,16.2,383,8.9,14.8,19.9,10.9,9.1,13.2,19.2,24.77,38.2
2003-12-31,253,11.3,284,0.0,15.6,21.4,9.3,5.7,13.1,19.8,27.73,36.8
2004-01-01,71,6.5,158,0.0,17.0,24.0,8.9,6.6,15.5,21.1,28.28,34.2
2004-01-02,193,7.4,153,0.0,18.1,25.8,9.4,6.3,15.9,22.5,30.1,31.3
2004-01-03,49,8.5,190,0.0,18.5,24.5,11.4,8.5,16.6,23.1,28.21,28.3
2004-01-04,65,5.4,124,0.0,18.5,23.2,13.2,10.5,17.8,22.6,14.68,26.0
2004-01-05,259,9.2,235,0.0,18.7,25.5,10.6,8.2,17.3,22.8,25.15,24.7
2004-01-06,265,11.7,254,0.7,19.2,25.7,15.6,12.3,19.2,23.2,18.76,23.6
2004-01-07,287,8.2,189,0.9,18.9,22.5,16.2,14.1,19.7,21.9,8.65,23.4
2004-01-08,270,10.5,293,0.0,21.5,25.9,17.5,16.0,20.9,22.9,19.86,23.3
2004-01-09,287,18.0,433,0.1,20.3,26.1,15.0,12.0,19.2,22.7,19.31,22.6
2004-01-10,188,8.8,223,0.0,18.1,26.0,10.4,6.9,14.7,22.7,28.7,21.7
2004-01-11,12,8.2,242,0.0,18.9,25.4,11.9,9.3,16.0,23.4,28.99,20.7
2004-01-12,231,9.6,262,0.0,19.5,26.6,13.1,10.8,15.7,24.1,28.8,19.5
2004-01-13,244,10.6,281,0.0,19.4,24.9,13.8,12.1,19.4,22.7,13.76,18.7
2004-01-14,327,7.3,180,1.4,20.6,25.8,17.4,14.9,21.1,23.3,14.82,18.5
2004-01-15,271,10.3,311,1.2,18.9,21.3,16.0,14.2,19.0,21.9,9.64,18.4
2004-01-16,220,10.9,315,0.0,18.1,23.1,11.6,8.7,15.7,22.1,28.63,18.2
2004-01-17,64,11.4,324,0.0,17.5,23.0,10.1,8.3,16.4,21.2,19.15,17.7
2004-01-18,57,12.3,433,0.0,20.0,24.0,15.0,12.8,17.5,22.0,24.36,17.2
2004-01-19,268,12.8,285,8.4,18.6,24.0,13.9,14.0,17.9,21.4,11.51,17.1
2004-01-20,228,16.3,403,6.0,15.0,20.2,11.6,10.5,13.0,19.7,24.36,20.1
2004-01-21,249,13.1,334,13.1,13.9,19.9,10.9,10.5,13.4,18.5,16.82,24.9
2004-01-22,224,9.7,305,0.0,18.7,24.5,12.4,10.1,15.7,20.1,21.63,25.1
2004-01-23,235,14.3,436,0.0,17.4,20.9,13.8,10.9,14.7,19.8,19.53,23.6
2004-01-24,272,9.5,339,0.6,18.9,24.1,13.1,8.8,18.1,20.8,20.13,22.3
2004-01-25,267,8.3,211,0.0,16.9,24.7,8.8,6.1,13.6,21.3,26.62,20.8
2004-01-26,90,8.5,198,0.0,17.6,24.7,10.6,8.8,16.6,21.9,20.2,20.0
2004-01-27,47,9.2,212,0.0,19.8,24.4,15.6,13.5,18.7,22.5,18.77,18.5
2004-01-28,91,8.1,174,17.2,19.4,23.9,15.0,12.6,20.0,22.0,13.79,20.6
2004-01-29,47,10.7,326,0.0,20.3,25.2,15.0,13.4,19.8,22.2,23.55,22.8
2004-01-30,356,10.8,287,23.1,19.4,20.4,17.6,16.2,21.4,21.2,3.48,29.1
2004-01-31,20,10.3,291,1.2,21.3,25.8,17.2,15.6,22.6,21.9,14.78,30.8
2004-02-01,25,14.9,511,5.8,21.2,23.1,19.8,19.1,22.4,21.6,7.78,30.3
2004-02-02,36,18.4,336,41.2,20.0,22.3,17.9,15.9,21.9,20.9,6.57,45.7
2004-02-03,257,8.5,239,0.0,20.2,25.2,16.1,13.8,19.8,21.9,19.78,38.2
2004-02-04,282,9.0,203,29.6,17.2,19.4,15.8,15.9,18.6,20.4,5.42,45.9
2004-02-05,230,14.1,425,1.6,18.7,21.9,15.7,13.3,17.3,20.4,21.44,42.5
2004-02-06,223,5.4,139,0.0,18.3,21.6,14.4,12.4,17.8,20.5,10.75,39.1
2004-02-07,262,11.1,251,0.0,17.7,23.0,12.5,10.2,16.0,21.1,24.9,37.8
2004-02-08,253,12.9,274,0.0,17.4,23.3,11.0,9.2,15.8,20.8,20.34,36.3
2004-02-09,47,6.8,158,0.4,17.8,22.2,13.6,11.8,17.3,21.3,15.23,34.6
2004-02-10,257,11.0,263,0.0,19.6,25.4,13.2,11.5,19.1,21.7,18.28,33.4
2004-02-11,282,12.5,381,0.0,21.2,26.4,16.9,16.2,19.5,23.0,22.56,32.1
2004-02-12,278,20.1,562,1.8,19.4,24.2,16.7,16.1,19.6,21.6,12.18,30.8
2004-02-13,192,8.2,237,0.0,17.6,22.2,11.0,9.2,15.1,21.7,24.39,30.0
2004-02-14,276,20.6,648,1.0,21.2,24.4,17.2,16.6,19.6,22.5,20.11,28.7
2004-02-15,194,16.3,493,14.9,14.5,18.8,11.1,9.4,13.5,19.7,16.44,29.1
2004-02-16,267,20.1,652,8.9,16.5,20.4,12.5,12.0,14.7,18.4,20.64,41.8
2004-02-17,263,17.3,572,3.5,16.6,20.2,12.4,11.6,13.7,18.5,19.23,38.5
2004-02-18,275,14.4,464,0.0,16.2,21.5,10.0,7.4,14.0,18.1,17.78,37.4
2004-02-19,275,14.8,468,0.6,18.3,23.3,14.8,12.2,16.2,19.4,16.29,36.2
2004-02-20,253,22.4,820,15.1,16.3,19.1,13.8,11.8,13.4,18.0,21.67,44.2
2004-02-21,279,22.9,732,0.5,17.3,20.9,12.2,9.3,15.7,17.5,13.84,39.9
2004-02-22,274,17.1,649,1.6,19.8,22.6,15.6,14.2,18.5,20.1,24.4,38.5
2004-02-23,318,11.0,294,0.0,18.4,23.4,13.4,12.6,17.2,20.6,21.15,37.1
2004-02-24,238,17.9,613,0.0,18.9,21.9,14.0,11.2,16.9,20.4,13.67,35.4
2004-02-25,212,14.6,419,0.0,15.6,18.6,13.4,10.1,10.9,18.2,15.79,33.4
2004-02-26,55,7.9,235,0.0,15.4,20.2,10.1,9.0,13.4,18.9,20.35,31.6
2004-02-27,60,18.8,669,14.0,17.4,19.5,15.4,14.7,16.0,18.3,8.27,31.7
2004-02-28,8,21.9,719,84.4,18.9,20.9,15.9,15.6,21.1,18.4,1.75,52.6
2004-02-29,20,16.4,544,2.7,18.2,20.7,15.4,13.4,18.7,19.1,8.28,49.0
2004-03-01,262,10.9,351,0.0,17.4,22.5,13.0,11.7,14.5,18.4,16.3,43.6
2004-03-02,299,19.7,530,2.3,17.6,23.0,13.9,12.2,15.7,18.9,19.01,41.3
2004-03-03,292,17.3,555,1.4,17.2,22.2,13.1,10.4,13.1,18.4,22.48,41.3
2004-03-04,233,8.5,296,0.0,14.2,20.5,8.3,5.8,10.5,17.8,24.11,40.1
2004-03-05,90,7.4,168,0.0,13.0,19.8,6.6,5.1,11.1,18.2,22.8,38.9
2004-03-06,235,13.6,277,0.0,13.9,20.2,6.6,4.6,12.8,18.2,18.72,37.5
2004-03-07,57,8.4,207,0.0,15.8,21.3,8.7,6.6,14.7,19.1,20.16,35.6
2004-03-08,74,8.8,275,0.0,17.7,22.2,12.4,10.1,16.5,20.0,21.09,33.6
2004-03-09,110,6.6,189,0.0,16.7,21.1,11.7,8.7,15.2,19.9,16.74,32.1
2004-03-10,74,6.6,151,0.0,16.6,24.0,9.2,7.4,15.4,20.0,20.01,30.5
2004-03-11,227,13.1,396,0.0,16.5,19.8,13.7,10.5,14.3,19.5,15.58,29.2
2004-03-12,210,10.8,272,0.0,15.5,18.1,12.6,9.0,13.0,18.0,9.87,28.1
2004-03-13,244,8.1,201,0.0,14.6,19.3,10.3,7.5,12.9,18.1,11.78,27.1
2004-03-14,255,9.0,216,0.0,14.7,18.9,9.6,6.5,12.9,18.0,10.66,26.2
2004-03-15,71,7.4,163,0.0,13.6,20.2,7.5,5.3,13.5,17.5,12.03,25.3
2004-03-16,280,8.4,171,0.0,15.3,21.7,8.5,6.5,15.1,17.8,11.71,24.7
2004-03-17,316,6.7,151,3.7,16.8,20.2,14.6,13.7,17.7,18.7,7.59,25.2
2004-03-18,222,7.2,188,0.0,15.5,21.0,10.0,8.8,14.7,18.2,13.75,25.0
2004-03-19,258,10.2,252,0.0,13.7,20.0,6.9,5.1,12.0,17.2,17.18,24.5
2004-03-20,236,9.7,274,0.0,16.3,21.3,12.5,9.6,14.5,17.8,14.21,23.8
2004-03-21,240,9.9,233,0.0,15.8,22.3,10.7,8.6,14.6,18.1,16.85,23.2
2004-03-22,275,8.8,235,0.0,15.0,21.3,9.3,7.6,14.5,17.6,12.22,22.6
2004-03-23,228,11.4,299,0.0,14.9,20.2,9.0,6.3,12.8,17.3,17.24,21.9
2004-03-24,224,12.8,347,0.1,15.7,21.0,12.1,8.1,13.6,17.3,14.56,21.3
2004-03-25,189,11.5,279,0.0,13.7,19.2,6.9,4.1,10.8,16.9,17.65,20.6
2004-03-26,237,7.0,174,0.0,12.6,20.6,4.3,1.7,11.6,16.8,18.54,20.0
2004-03-27,282,11.6,356,0.0,13.7,19.7,6.2,3.2,12.3,16.7,16.27,19.3
2004-03-28,231,15.5,402,1.3,14.7,18.4,11.8,8.2,11.8,16.2,12.96,19.2
2004-03-29,192,13.1,334,1.7,12.8,17.4,9.0,5.6,10.2,15.1,17.52,19.4
2004-03-30,245,15.0,363,0.0,12.8,19.3,4.7,2.4,11.6,15.1,17.52,19.0
2004-03-31,223,6.5,176,0.0,15.4,20.6,8.4,5.5,13.0,16.6,12.66,18.6
2004-04-01,300,6.4,111,0.0,14.2,19.3,7.8,5.7,13.5,16.6,8.48,18.4
2004-04-02,284,13.5,376,0.0,16.1,21.5,12.0,9.9,14.2,17.2,13.06,18.2
2004-04-03,285,12.3,349,0.1,15.7,20.8,9.5,6.8,13.7,17.2,17.09,17.8
2004-04-04,227,10.8,267,0.1,14.4,19.5,10.3,6.3,12.6,16.8,10.98,17.5
2004-04-05,215,10.2,252,0.4,11.6,18.4,6.2,3.8,10.9,15.6,12.65,17.2
2004-04-06,209,15.0,265,5.7,9.8,16.1,4.9,2.6,10.3,14.2,11.86,17.4
2004-04-07,232,16.1,361,4.6,9.4,15.1,2.9,0.3,9.5,13.1,14.44,20.5
2004-04-08,340,14.4,338,0.5,10.8,17.9,1.0,-1.1,10.3,12.7,13.49,20.1
2004-04-09,260,15.9,377,0.5,13.6,17.5,10.1,5.5,11.9,14.2,11.93,19.7
2004-04-10,234,12.9,348,0.4,12.9,17.1,10.5,6.2,11.1,13.8,10.81,19.4
2004-04-11,221,15.3,365,0.6,12.5,17.1,8.5,4.8,11.5,13.9,14.17,19.1
2004-04-12,256,16.7,497,0.0,14.0,17.9,11.0,7.2,10.6,13.9,13.24,18.7
2004-04-13,229,8.1,153,0.0,12.2,18.3,6.9,3.7,11.2,14.1,9.38,18.4
2004-04-14,64,9.8,258,4.6,11.6,16.4,5.1,2.8,12.7,13.5,7.96,18.6
2004-04-15,75,10.6,353,0.0,15.5,18.9,9.3,6.5,13.7,15.2,14.44,19.7
2004-04-16,230,10.0,216,0.1,13.6,19.7,6.8,4.8,13.0,14.7,12.56,19.2
2004-04-17,63,5.3,152,0.0,14.4,20.0,9.3,6.9,14.1,15.8,14.33,18.8
2004-04-18,240,8.3,165,0.1,13.3,19.9,8.1,7.0,13.6,15.4,8.52,18.5
2004-04-19,140,7.0,154,0.1,14.5,20.7,9.0,6.6,13.3,15.4,15.3,18.2
2004-04-20,129,8.8,233,0.0,14.7,17.3,9.4,7.1,13.4,15.3,7.51,17.9
2004-04-21,95,8.5,233,0.1,15.6,19.2,13.0,11.1,13.9,16.0,7.67,17.8
2004-04-22,216,7.9,159,0.0,13.6,19.6,9.2,6.7,12.8,15.5,13.59,17.6
2004-04-23,79,10.0,244,0.1,13.9,19.2,7.8,6.1,14.1,15.2,10.27,17.3
2004-04-24,82,7.5,198,0.0,12.7,19.2,7.3,5.4,12.8,15.0,11.57,17.1
2004-04-25,63,8.3,198,0.8,12.8,18.5,8.3,6.6,13.3,14.8,7.23,17.0
2004-04-26,76,8.5,262,0.1,13.9,18.8,7.3,6.3,14.6,14.7,8.86,16.9
2004-04-27,43,11.4,359,18.1,15.6,17.3,14.4,13.1,16.7,15.8,3.72,22.1
2004-04-28,67,5.8,202,6.4,16.0,18.5,14.0,12.0,17.1,16.1,6.92,26.0
2004-04-29,54,11.1,230,19.3,15.4,19.5,10.2,9.2,16.1,16.2,6.89,34.6
2004-04-30,37,8.6,204,0.0,15.0,20.8,8.9,8.3,16.1,15.8,11.03,34.0
2004-05-01,32,9.4,279,32.9,16.4,18.2,12.5,10.8,18.1,16.0,1.13,42.8
2004-05-02,217,11.9,205,29.2,19.0,21.3,17.5,17.0,21.3,17.9,4.94,49.5
2004-05-03,297,15.1,355,2.0,17.7,19.7,14.6,13.5,18.5,17.7,4.58,42.9
2004-05-04,293,21.9,613,6.1,13.5,16.7,9.4,4.8,11.6,14.8,10.4,43.3
2004-05-05,281,16.7,455,0.6,14.0,19.1,9.2,4.8,13.5,14.2,9.65,39.1
2004-05-06,264,18.8,404,2.6,13.7,17.8,9.7,5.0,13.2,14.5,9.64,38.9
2004-05-07,247,11.8,311,0.6,13.0,18.2,8.4,3.9,13.0,13.8,9.9,38.3
2004-05-08,279,6.8,187,0.1,12.4,19.6,6.8,3.7,12.9,14.0,10.95,37.9
2004-05-09,29,6.7,146,0.2,11.9,17.0,6.2,2.8,13.4,13.9,7.66,37.4
2004-05-10,58,13.0,328,0.2,15.3,18.5,10.9,8.6,15.7,14.9,7.99,37.1
2004-05-11,61,13.5,531,4.3,16.5,17.6,15.3,15.1,17.0,15.7,4.11,39.4
2004-05-12,40,19.1,560,22.5,17.2,19.3,13.2,8.4,18.9,16.5,1.74,48.2
2004-05-13,134,8.8,197,6.1,14.0,19.0,9.0,5.9,14.5,15.0,9.67,45.4
2004-05-14,357,7.7,197,10.2,14.1,17.9,10.2,7.4,15.5,14.8,4.38,49.9
2004-05-15,185,10.3,372,1.7,12.9,15.6,8.5,3.6,13.1,14.5,4.44,45.7
2004-05-16,192,7.4,171,0.0,10.6,17.4,5.5,1.4,10.7,13.0,11.14,42.1
2004-05-17,125,7.5,211,0.0,11.0,15.4,5.1,0.7,11.5,12.6,6.85,41.0
2004-05-18,83,9.9,300,0.0,13.7,17.3,11.7,6.7,12.1,13.6,10.33,40.6
2004-05-19,114,8.7,222,0.0,12.9,16.7,9.6,4.9,12.4,13.2,7.56,40.2
2004-05-20,70,8.2,216,0.0,12.7,16.9,7.7,3.3,13.1,13.3,7.51,39.8
2004-05-21,267,4.4,103,0.0,10.2,18.5,4.5,0.6,10.9,12.4,10.82,39.5
2004-05-22,266,9.3,232,2.3,11.0,16.0,6.3,2.3,11.6,12.5,8.46,39.4
2004-05-23,170,11.1,366,0.1,11.9,16.7,5.9,3.3,11.4,12.0,8.17,39.3
2004-05-24,215,11.4,255,0.0,10.9,15.3,5.4,0.8,10.4,11.5,7.82,39.1
2004-05-25,135,13.1,267,20.7,10.6,12.1,8.0,4.7,12.2,11.7,1.32,46.3
2004-05-26,92,14.7,360,9.2,12.5,14.9,11.0,6.0,13.4,12.4,6.08,51.6
2004-05-27,89,8.0,253,0.0,12.5,17.3,7.4,3.4,13.0,12.3,7.54,46.0
2004-05-28,43,26.4,467,18.7,14.0,16.8,7.7,4.4,14.9,12.6,1.13,48.4
2004-05-29,288,18.4,644,4.9,13.4,16.5,11.0,7.4,13.0,12.8,8.4,50.2
2004-05-30,275,17.3,374,7.8,11.2,13.6,8.6,4.9,12.0,12.1,5.48,49.9
2004-05-31,264,24.3,689,2.8,12.5,15.3,9.3,5.8,10.7,11.4,7.14,49.4
2004-06-01,222,17.0,467,0.0,13.9,16.3,11.8,8.1,12.5,11.8,6.24,45.1
2004-06-02,265,13.8,468,0.2,14.2,17.0,12.3,9.2,14.0,12.8,6.31,43.5
2004-06-03,266,13.5,424,0.6,14.6,16.2,12.5,9.6,15.4,13.4,2.71,43.2
2004-06-04,324,12.6,355,1.3,14.7,17.5,10.9,7.8,14.7,13.5,4.07,43.5
2004-06-05,248,17.9,458,17.1,12.0,15.5,8.9,6.0,12.3,13.1,5.63,51.8
2004-06-06,259,22.7,708,2.7,11.4,14.6,9.0,6.2,10.1,11.0,6.3,49.1
2004-06-07,249,16.8,463,0.3,11.8,15.4,8.2,3.3,10.2,11.0,7.18,45.9
2004-06-08,215,7.1,209,0.6,9.7,15.1,3.1,-0.6,9.8,10.7,8.8,44.2
